year,hhid,cropsystem,farmsize,fworkers,olandvalue,ownland,extvisits,educhead,educspouse,agehead,agespouse,hhavgeduc,lithead,malehead,literacy,hhsize,remmit,distance,comm,avghrsperwker,region1,region2,region3,region4,allagrtechs,seedtechs,seedfertechs,purchtechs,soilwatechs,stotoff_remit,slandvalue,sfarmrev,swageincome,snowageincome,totalland,propownland,fertilizer,urban,drought,_merge
0,4101000105,0,0.101214573,1.333333254,2702.703125,0.101214573,0,9,1,54,59,5,1,0,1,9,4.090577126,7,41010001,16.83666801,0,0,0,1,0,0,0,0,0,8301.387695,2702.703125,39.45946121,0,8297.296875,0.101214573,1,0,1,1,3
1,4101000105,1,0.253036439,1.333333254,5663.048462,0.408906847,0,0,1,58,58,22,1,0,5,5,330.3445129,0.300000012,41010001,46,0,0,0,1,1,0,0,0,1,1340.254883,5663.04834,852.2102051,0,1009.9104,0.408906877,0.99999994,0,1,0,3
0,4101000110,0,1.821862459,2,1081.081299,0.850202382,0,0,0,85,85,1.714285731,0,0,2,9,0,7,41010001,17.11571312,0,0,0,1,1,0,0,0,1,43243.24219,1081.081299,39.45946121,0,43243.24219,1.821862459,0.466666609,0,1,1,3
1,4101000110,0,0.404858291,2,18876.82813,0.382591099,0,0,0,89,33,7,1,0,5,7,0,0.5,41010001,11.33333302,0,0,0,1,1,0,0,0,1,3443.605469,18876.82813,852.2102051,3.303445101,3440.302002,0.404858291,0.945000052,0,1,0,3
0,4101000802,1,1.700404882,2.166666508,13513.5155,9.696356773,0,16,1,39,32,7.333333492,1,1,5,12,0,60,41010008,20.85000038,0,0,0,1,1,0,0,0,1,1594.594604,13513.51563,61.62162018,972.9729004,621.6216431,9.696356773,0.99999994,0,1,0,3
1,4101000802,1,0.283400804,2.166666508,73147.70898,24.21457481,0,0,0,43,44,16,1,1,3,5,0,1,41010008,62.25,0,0,0,1,1,0,0,0,1,2524.775635,73147.71094,703.1618652,353.9405518,2170.835205,24.21457481,1,0,1,0,3
0,4101000803,1,1.366396785,3,10540.54175,2.813765287,0,11,0,43,43,3.666666746,1,0,0,6,0.093498908,60,41010008,186.4499969,0,0,0,1,1,0,0,0,1,691.9854126,10540.54199,150.6306305,0,691.8919067,3.62348175,0.776536345,0,1,0,3
1,4101000803,1,0.748987854,3,16517.22461,2.777328014,4,0,0,47,49,7,1,0,5,5,212.3643188,0.200000003,41010008,93.5,0,0,0,1,1,0,0,0,1,4610.665527,16517.22461,1177.914063,0,4398.30127,2.777328014,1,0,1,0,3
0,4101000804,0,1.214574933,3.166666508,2702.702881,0.587044537,0,7,1,49,53,7.5,1,0,4,7,0,60,41010008,18.37750053,0,0,0,1,1,1,1,1,0,378.401062,2702.702881,11.36936951,378.401062,0,1.214574933,0.483333319,0,1,0,3
1,4101000804,1,0.91093117,3.166666508,1415.762207,0.8906883,0,7,0,53,54,6,1,1,6,8,0,1,41010008,30,0,0,0,1,0,0,0,0,0,519.112793,1415.762207,1653.885498,0,519.112793,0.991902888,0.897959173,0,1,1,3
0,4101000805,1,1.518218637,2.166666746,2162.164307,0.728744924,0,12,1,28,32,9,1,0,3,5,0,60,41010008,379.7600098,0,0,0,1,1,0,0,0,1,0,2162.164307,36.75675583,0,0,1.538461447,0.473684222,0,1,1,3
1,4101000805,1,0.607287407,2.166666746,5002.359467,0.425101221,0,10,0,32,33,10,1,1,6,6,0,0.100000001,41010008,22.5,0,0,0,1,1,0,0,0,1,3779.377197,5002.359375,810.1305542,0,3779.377197,0.607287407,0.700000048,0,1,1,3
0,4101000806,0,0.182186246,2.5,810.8118896,0.283400804,0,13,1,36,35,13,1,1,1,5,0,60,41010008,72.02000427,0,0,0,1,1,0,0,0,1,378.3783569,810.8118896,25.94594574,378.3783569,0,0.283400804,1,0,1,0,3
1,4101000806,0,0.809716582,2.5,2831.524414,0.259109318,0,13,0,40,36,13,1,1,3,5,0,5,41010008,40.5,0,0,0,1,1,0,0,0,1,186.4086761,2831.524414,23.596035,129.7781982,56.63048553,0.809716582,0.320000023,0,1,0,3
0,4101000807,1,0.080971658,3,216.2173004,0.044534411,2,7,1,35,36,6.5,1,1,3,5,0,60,41010008,48.55999756,0,0,0,1,0,0,0,0,0,81.08108521,216.2173004,36.75675583,81.08108521,0,0.165991902,0.268292665,0,1,0,3
1,4101000807,0,0.101214573,3,471.9207153,0.070850201,0,0,0,39,39,0,1,1,4,5,0,2.5,41010008,26.33333397,0,0,0,1,0,0,0,0,0,254.8371887,471.9207153,810.1305542,94.38414764,160.4530487,0.121457487,0.583333313,0,1,0,3
0,4101000808,1,0.414979756,3.875,1189.190308,0.354251027,0,2,0,49,45,0.833333313,1,1,6,9,0,60,41010008,138.1374969,0,0,0,1,1,0,0,0,1,32.43243408,1189.190308,80.8108139,32.43243408,0,1.082995892,0.32710284,0,1,1,3
1,4101000808,1,0.242914975,3.875,3775.365723,0.265182197,0,0,1,53,47,3,1,1,10,10,0,7,41010008,48,0,0,0,1,1,0,0,0,1,283.1524353,3775.365723,1492.567261,188.7682953,94.38414001,0.447368413,0.592760205,0,1,0,3
0,4101000809,1,0.921052635,0.5,4054.054443,1.255060673,0,0,0,80,80,2,0,0,2,4,0.64280498,60,41010008,19.54999924,0,0,0,1,1,1,1,1,1,1546.588745,4054.054443,36.75675583,0,1545.945923,1.255060673,1,0,1,1,3
1,4101000809,1,0.627530336,0.5,0,0,0,5,0,84,95,16.79999924,0,0,6,7,235.9603577,7,41010008,14.33333302,0,0,0,1,1,0,0,0,1,802.2651367,0,69.65549469,0,566.3048096,4.095141411,0,0,1,0,3
0,4101000810,0,0.526315808,1.833333254,10810.81201,1.518218637,0,13,1,64,55,2.857142925,1,1,4,7,0,60,41010008,59.28250122,0,0,0,1,1,0,0,0,1,189.1891937,10810.8125,340.5405273,189.1891937,0,1.518218517,1,0,1,0,3
1,4101000810,1,2.085020304,1.833333254,70788.10547,16.68218803,0,0,0,68,57,8.666666985,1,1,6,6,1415.762207,7,41010008,86.66666412,0,0,0,1,1,0,0,0,1,8777.725586,70788.10938,1548.237061,0,7361.963379,16.68218803,0.99999994,0,1,0,3
0,4103001101,0,0.404858291,2,270.2713623,0.360323876,0,0,0,20,20,0,0,0,0,6,0,52,41030011,70.01000214,0,0,0,1,1,0,0,0,1,0,270.2713623,2.432432413,0,0,0.562753022,0.640287757,0,0,1,3
1,4103001101,1,0.457489878,2,3539.405518,0.62348181,0,0,0,24,37,0,0,0,5,7,0,7,41030011,102.5,0,0,0,1,1,0,0,0,1,141.5762177,3539.405518,1690.656006,0,141.5762177,0.62348181,1,0,0,0,3
0,4103001102,1,2.226720572,2,781.0821762,2.708502054,0,0,1,40,35,3.25,1,1,6,9,0,52,41030011,72.86499786,0,0,0,1,0,0,0,0,0,6.227026939,781.0821533,61.44144058,0,6.227026939,4.327935219,0.625818551,0,0,1,3
1,4103001102,1,1.214574814,2,1887.682922,2.487854242,0,7,0,44,40,6.5,1,1,6,8,0,7,41030011,52,0,0,0,1,1,0,0,0,1,3343.55835,1887.682861,1164.385742,0,3343.55835,2.487854242,1,0,0,0,3
0,4103001103,0,1.214574814,1.5,432.4335022,0.530364335,0,5,1,28,25,8,1,1,1,4,0,52,41030011,88.01000214,0,0,0,1,1,0,0,0,1,8.648648262,432.4335022,0.540540516,8.648648262,0,1.340080976,0.395770371,0,0,1,3
1,4103001103,1,0.708501995,1.5,1415.762207,0.178137645,0,0,1,32,27,6,1,1,2,5,0,7,41030011,85.5,0,0,0,1,1,1,1,1,1,155.7338257,1415.762207,970.2689819,0,155.7338257,0.708501995,0.251428574,0,0,1,3
0,4103001104,1,0.354250997,2,864.8654175,0.44534412,0,0,1,32,24,3,0,1,3,4,0,52,41030011,58.28499985,0,0,0,1,1,0,0,0,1,4.324324131,864.8654175,2.432432413,4.324324131,0,0.44534415,0.99999994,0,0,1,3
1,4103001104,1,0.708501995,2,1274.185944,0.983805656,0,5,0,36,29,5,0,1,3,4,0,2.5,41030011,78,0,0,0,1,1,0,0,0,1,51.91127777,1274.185913,1303.445068,23.596035,28.31524277,0.983805656,1,0,0,1,3
0,4103001105,1,1.118421078,2.125,2027.028625,2.78744936,0,4,1,49,41,2.333333254,1,1,5,8,0,52,41030011,175.3150024,0,0,0,1,1,0,0,0,1,43.24324417,2027.028564,20.60540581,43.24324417,0,3.228744984,0.863322854,0,0,1,3
1,4103001105,1,1.052631617,2.125,2359.603516,1.234817743,0,0,0,53,47,0,1,1,5,8,0,1,41030011,124.5,0,0,0,1,1,0,0,0,1,887.2109985,2359.603516,30.67484665,113.2609711,773.9500122,2.044534206,0.603960395,0,0,0,3
0,4103001107,1,0.151821852,1.266666651,432.4335022,0.251012146,0,7,1,22,19,7,1,1,3,3,0,52,41030011,68.16999817,0,0,0,1,1,0,0,0,1,1.621621609,432.4335022,2.432432413,1.621621609,0,0.655870438,0.38271606,0,0,1,3
1,4103001107,1,1.012145758,1.266666651,1415.762207,0.265182167,0,7,0,26,23,7,1,1,2,4,0,0.200000003,41030011,90.5,0,0,0,1,1,0,0,0,1,264.2756042,1415.762207,1146.767334,28.31524277,235.9603577,1.012145758,0.261999965,0,0,0,3
0,4103001108,1,1.670040488,1,324.3259506,0.18825911,0,0,0,46,46,0,0,0,0,3,0,52,41030011,223.5700073,0,0,0,1,1,0,0,0,1,3.243243217,324.3259583,4.324324131,3.243243217,0,1.670040488,0.11272727,0,0,1,3
1,4103001108,0,0.404858291,1,755.0731506,0.082995951,0,0,0,50,52,0,0,0,1,3,0,7,41030011,173,0,0,0,1,1,0,0,0,1,31.85464859,755.0731201,4.719207287,17.6970253,14.15762138,0.404858291,0.204999998,0,0,1,3
0,4103001109,1,1.163967609,2.5,945.9470215,1.591093063,0,3,0,50,44,3.333333254,1,1,3,5,0,52,41030011,114.0533371,0,0,0,1,1,0,0,0,1,0,945.9470215,50.70270157,0,0,1.591093063,1,0,0,1,3
1,4103001109,1,0.951416969,2.5,2973.100449,0.939271271,0,3,1,54,49,3.25,1,1,3,6,0,0.200000003,41030011,51.40000153,0,0,0,1,1,0,0,0,1,695.611145,2973.100342,2262.702393,25.48371887,670.1274414,1.748987794,0.537037075,0,0,0,3
0,4103001111,1,0.506072879,2.875,648.6497192,0.627530336,0,2,0,72,72,2,0,0,3,4,0.005843682,52,41030011,221.5200043,0,0,0,1,1,0,0,0,1,12.97881699,648.6497192,2.432432413,2.162162066,10.81081104,0.914979696,0.685840726,0,0,1,3
1,4103001111,1,0.303643703,2.875,6606.890137,0.635627568,0,0,0,76,74,0,0,0,2,5,0,7,41030011,60.66666794,0,0,0,1,1,0,0,0,1,9.438414574,6606.890137,283.1524353,0,9.438414574,0.686234832,0.926253736,0,0,1,3
0,4103001402,1,0.506072879,3.833333492,1351.351929,1.655870557,0,5,1,38,29,3.666666746,1,1,4,9,0,69,41030014,159.6199951,0,0,0,1,0,0,0,0,0,0,1351.351929,130.9909821,0,0,2.060728788,0.803536355,0,0,0,3
1,4103001402,1,0.728744924,3.833333492,2359.603577,1.076923013,0,6,0,42,33,5.5,1,1,4,10,0,1.5,41030014,73.33333588,0,0,0,1,1,0,0,0,1,509.6743774,2359.603516,954.003479,0,509.6743774,1.265182137,0.851200044,0,0,1,3
0,4103001403,1,0.587044537,3.5,2027.029175,0.526315808,0,3,0,52,38,3.428571463,1,1,1,8,0,69,41030014,88.84667206,0,0,0,1,1,0,0,0,1,0,2027.029175,64.86486816,0,0,2.064777374,0.254901946,0,0,1,3
1,4103001403,1,0.44534412,3.5,587.5413036,0.831983805,0,0,0,56,42,5,0,0,2,4,0,1.5,41030014,76.66666412,0,0,0,1,1,0,0,0,1,132.1378021,587.5413208,2347.805664,11.32609749,120.8117065,1.508097172,0.551677823,0,0,1,3
0,4103001404,1,0.829959512,2.5,810.8110962,0.809716582,0,5,0,49,49,0.909090936,1,0,12,13,0,69,41030014,12.46454525,0,0,0,1,1,0,0,0,1,0,810.8110962,7.567567348,0,0,0.829959512,0.97560972,0,0,1,3
1,4103001404,1,0.576923072,2.5,1415.762207,0.874493957,0,0,0,53,52,3,1,0,3,7,33.03445053,3.5,41030014,85.66666412,0,0,0,1,1,0,0,0,1,130.2501221,1415.762207,145.1156158,0,97.21566772,0.874493957,1,0,0,1,3
0,4103001405,1,0.468117386,0,540.5410767,0.769230783,0,4,0,60,60,4,0,0,1,2,0.03506209,69,41030014,298.9700012,0,0,0,1,1,0,0,0,1,64.89993286,540.5410767,30.94594574,0,64.86486816,0.971659899,0.791666687,0,0,1,3
1,4103001405,1,0.44534412,0,1887.682861,0.502024293,0,4,0,64,65,4,1,0,1,1,14.15762138,4,41030014,25,0,0,0,1,0,0,0,0,0,75.50731659,1887.682861,777.0961304,0,61.3496933,0.502024293,1,0,0,1,3
0,4103001406,1,0.809716582,3,540.5408325,0.819838107,0,0,1,28,27,0.75,0,1,3,8,0,69,41030014,97.36250305,0,0,0,1,1,0,0,0,1,21.62162209,540.5408325,81.4414444,0,21.62162209,0.819838107,1,0,0,1,3
1,4103001406,1,0.607287407,3,14157.62109,2.585020304,0,0,0,32,30,0,0,1,3,5,778.6691895,1,41030014,70.33333588,0,0,0,1,1,0,0,0,1,1798.017944,14157.62109,2829.164551,0,1019.348755,2.585020065,1,0,0,1,3
0,4103001407,1,0.78441298,1.899999976,1108.109192,1.093117356,0,3,1,48,51,2.5,1,1,2,2,0,69,41030014,208.4850006,0,0,0,1,1,0,0,0,1,0,1108.109131,111.4864883,0,0,2.004048586,0.545454562,0,0,0,3
1,4103001407,1,0.248987854,1.899999976,377.5365753,0.168016195,0,6,1,52,58,4,1,1,2,2,0,4,41030014,115.5,0,0,0,1,1,0,0,0,1,377.5365906,377.5365601,1439.358154,18.87682915,358.6597595,0.248987854,0.67479676,0,0,0,3
0,4103001408,1,0.607287407,3.5,27.02729797,0.506072879,0,5,0,38,32,2.5,1,1,4,8,0,69,41030014,158.0650024,0,0,0,1,0,0,0,0,0,30.27026939,27.02729797,0.432432443,30.27026939,0,0.607287407,0.833333373,0,0,1,3
1,4103001408,1,0.323886633,3.5,1415.762207,0.390688241,0,0,0,42,38,5,1,1,4,8,0,5,41030014,46.33333206,0,0,0,1,1,0,0,0,1,56.63048553,1415.762207,1196.680786,56.63048553,0,0.390688241,1,0,0,0,3
0,4103001409,1,1.03744936,2.875,1513.514359,0.728744924,2,7,1,48,42,10,0,1,0,5,0.023374727,69,41030014,219.7200012,0,0,0,1,1,1,1,1,1,51.37472534,1513.514404,11.35135174,8.108108521,43.24324417,2.246963501,0.32432431,0,0,1,3
1,4103001409,1,1.720647693,2.875,943.8414307,0.787449419,0,0,1,52,47,7.75,1,1,8,9,0,2,41030014,37.40000153,0,0,0,1,1,0,0,0,1,1203.397827,943.8414307,2019.466797,0,1203.397827,1.720647693,0.457647085,0,0,1,3
0,4103001410,1,0.455465585,2.416666746,810.812439,0.546558738,0,7,0,50,50,5,1,0,4,7,0.058436815,69,41030014,146.947998,0,0,0,1,1,0,0,0,1,108.1665421,810.812439,41.45946121,0,108.1081085,1.761133552,0.310344845,0,0,0,3
1,4103001410,1,2.834008217,2.416666746,6134.96936,2.024291515,0,3,0,54,37,17,1,1,6,8,0,0.100000001,41030014,55.5,0,0,0,1,1,0,0,0,1,2603.114502,6134.969238,3913.598877,283.1524353,2319.962158,4.048583031,0.5,0,0,0,3
0,4103001411,0,0.202429146,2,5405.405762,6.477732658,0,13,0,25,25,13,1,1,0,1,0,69,41030014,92.05999756,0,0,0,1,1,0,0,0,1,0,5405.405762,32.43243408,0,0,6.477732658,1,0,0,0,3
1,4103001411,0,0.404858291,2,4719.207031,3.87044549,0,2,0,29,30,5.666666508,1,1,1,3,0,0.200000003,41030014,52.5,0,0,0,1,1,0,0,0,1,1604.530518,4719.207031,494.7302246,70.7881012,1533.742432,3.87044549,1,0,0,0,3
0,4103001702,1,0.227732792,3.333333254,378.3800125,0.194331974,0,7,0,39,28,3.5,1,1,3,4,0,74,41030017,189.1649933,0,0,0,1,1,0,0,0,1,21.62162209,378.3800049,77.83783722,21.62162209,0,0.497975707,0.390243888,0,0,1,3
1,4103001702,1,0.384615362,3.333333254,566.3048553,0.196356267,0,0,0,43,36,6,1,1,5,5,0,1,41030017,44.75,0,0,0,1,0,0,0,0,0,422.3690491,566.3048706,1944.942505,35.39405441,386.9750061,0.384615362,0.510526359,0,0,0,3
0,4103001703,1,0.358299583,2,1810.811951,0.647773266,0,0,0,75,75,2,0,0,2,5,0,74,41030017,120.1633377,0,0,0,1,1,0,0,0,1,0,1810.812012,77.83783722,0,0,0.892712533,0.725623608,0,0,0,3
1,4103001703,1,0.425101221,2,8258.612701,0.637651801,0,0,0,79,37,0,1,0,1,4,0,7,41030017,131,0,0,0,1,1,0,0,0,1,141.5762177,8258.612305,2200.330322,23.596035,117.9801788,0.637651801,1,0,0,0,3
0,4103001704,1,0.242914975,2,351.3529816,0.384615391,0,5,1,20,17,5.5,1,1,0,2,0,74,41030017,158.1150055,0,0,0,1,0,0,0,0,0,0,351.3529663,280,0,0,0.870445371,0.441860467,0,0,1,3
1,4103001704,1,0.607287407,2,14157.62109,0.757085025,0,7,1,24,21,7,1,1,5,5,0,0.25,41030017,106,0,0,0,1,0,0,0,0,0,441.0099182,14157.62109,2152.194336,29.49504471,411.5148621,0.797570825,0.949238598,0,0,1,3
0,4103001705,1,0.546558678,5,540.541626,0.364372492,0,7,1,33,34,4,1,1,2,6,0,74,41030017,113.8066711,0,0,0,1,1,0,0,0,1,0,540.541626,59.45946121,0,0,1.174089074,0.310344845,0,0,1,3
1,4103001705,1,0.303643703,5,991.0335007,0.443319827,2,0,1,37,37,6,1,1,3,8,0,0.200000003,41030017,72,0,0,0,1,1,0,0,0,1,235.9603577,991.0335083,1944.942505,0,235.9603577,0.544534385,0.814126432,0,0,1,3
0,4103001706,1,0.182186231,4,432.4340515,0.44534412,0,0,0,53,53,0,0,0,5,6,0,74,41030017,237.0249939,0,0,0,1,1,0,0,0,1,227.0270233,432.4340515,308.1080933,0,227.0270233,0.93117404,0.478260875,0,0,0,3
1,4103001706,1,0.556680143,4,6134.969299,1.516194344,1.5,0,0,57,56,7,0,0,5,7,0,2,41030017,133,0,0,0,1,1,1,1,1,1,646.5313721,6134.969238,1559.93396,0,646.5313721,1.617408872,0.937421799,0,0,0,3
0,4103001707,1,1.720647693,2.666666508,810.8118896,1.093117476,0,7,1,24,20,7,1,1,3,3,0,74,41030017,89.66500092,0,0,0,1,1,0,0,0,1,97.29730225,810.8118896,17.06756783,0,97.29730225,2.064777374,0.529411793,0,0,1,3
1,4103001707,1,0.242914975,2.666666508,1415.762146,0.202429146,0,0,0,28,16,0,1,1,5,6,0,0.5,41030017,87,0,0,0,1,1,0,0,1,1,2005.663086,1415.762207,1875.412964,0,2005.663086,0.951416969,0.212765962,0,0,0,3
0,4103001708,1,0.151821852,1.416666746,189.1908112,0.275303632,0,0,0,76,76,0,0,0,0,3,0.04090577,74,41030017,67.02500153,0,0,0,1,1,0,0,0,1,75.71658325,189.1908112,21.89189148,0,75.67567444,0.275303632,1,0,0,1,3
1,4103001708,1,1.012145758,1.416666746,2359.603577,0.427125514,0,0,0,80,80,0,0,0,0,4,0,0.5,41030017,109,0,0,0,1,1,0,0,0,1,75.50731659,2359.603516,897.2785645,0,75.50731659,1.012145758,0.421999991,0,0,0,3
0,4103001709,1,1.366396785,4,5945.947083,5.42510128,0,4,0,52,52,7.800000191,1,0,3,7,0,74,41030017,100.012001,0,0,0,1,1,0,0,0,1,189.1891937,5945.947266,474.5946045,0,189.1891937,6.639676094,0.817073166,0,0,1,3
1,4103001709,1,0.809716582,4,9202.454346,1.834008098,2,10,0,56,55,7,1,0,4,6,0,0.200000003,41030017,217,0,0,0,1,1,0,1,1,1,2633.317627,9202.454102,3683.74585,0,2633.317627,1.834008098,1,1,0,0,3
0,4103001710,1,1.072874427,4.285714149,45945.94482,9.392712593,0,10,1,66,59,1.399999976,1,1,4,12,0,74,41030017,106.9671478,0,0,0,1,1,0,0,0,1,43.24324417,45945.94531,379.5495605,0,43.24324417,9.392712593,1,0,0,0,3
1,4103001710,1,0.981781363,4.285714149,122699.3828,11.17611313,15,4,1,70,63,9.800000191,1,1,10,12,188.76828,7,41030017,115.25,0,0,0,1,1,0,0,1,1,4407.739258,122699.3828,4652.949707,0,4218.971191,11.17611313,1,0,0,0,3
0,4103002001,1,0.556680143,2,237.8386421,0.564777315,0,5,1,39,32,4.5,1,1,3,7,0,7,41030020,75.27000427,0,0,0,1,1,0,0,0,1,681.0810547,237.8386383,3.722007751,0,681.0810547,0.564777315,1,0,0,1,3
1,4103002001,1,0.200404853,2,471.9207153,0.068825908,0,3,0,43,38,5,1,1,4,9,0,0.100000001,41030020,40,0,0,0,1,1,0,0,1,0,542.7088013,471.9207153,283.1524353,254.8371887,287.8716431,0.200404853,0.343434334,0,0,1,3
0,4103002002,1,6.275303364,2.571428537,10000.00098,4.93927145,0,10,1,39,27,11.5,1,1,0,5,0,7,41030020,320.3600159,0,0,0,1,1,0,0,0,1,1351.351318,10000.00098,529.7606201,0,1351.351318,6.275303364,0.787096798,0,0,0,3
1,4103002002,1,0.688259125,2.571428537,3869.749863,1.605263114,0,0,0,43,32,0,1,1,4,6,0,3,41030020,103.8333359,0,0,0,1,1,0,0,0,1,1779.141113,3869.749756,1112.294678,56.63048553,1722.51062,1.605263114,1,0,0,1,3
0,4103002003,1,2.024291515,4,14918.92294,7.502024174,0,10,1,32,25,10,1,1,0,5,0,7,41030020,135.0750122,0,0,0,1,1,0,0,0,1,405.4053955,14918.92285,685.1351318,405.4053955,0,7.502024174,1,0,0,0,3
1,4103002003,1,0.303643703,4,11514.86552,3.311740875,0,0,0,36,29,0,1,1,6,6,70.78810883,7,41030020,171.5,0,0,0,1,1,0,0,0,1,2907.031494,11514.86523,1505.238281,141.5762024,2694.667236,3.36234808,0.984948874,0,0,1,3
0,4103002005,0,0.708502054,3,1621.622681,2.400809765,0,0,1,46,44,1.5,0,0,5,11,0.04090577,7,41030020,19.70800018,0,0,0,1,1,0,0,0,1,908.1489868,1621.622681,63.51351166,0,908.1080933,2.805668116,0.855699837,0,0,0,3
1,4103002005,1,0.404858291,3,1887.682861,0.809716582,0,0,0,50,54,5,0,0,4,5,0,0.200000003,41030020,77,0,0,0,1,0,0,0,0,0,509.6743774,1887.682861,2859.8396,0,509.6743774,0.809716582,1,0,0,1,3
0,4103002006,1,1.234817863,0.833333373,37.83892059,0.740890682,0,12,0,22,22,12,1,1,0,1,0.029218407,7,41030020,109.1199951,0,0,0,1,1,0,0,0,1,87.3265152,37.83892059,22.81081009,0.810810804,86.48648834,1.234817863,0.599999964,0,0,1,3
1,4103002006,1,0.202429146,0.833333373,0,0,0,10,1,26,25,11.5,1,1,4,4,0,0.200000003,41030020,21.5,0,0,0,1,1,1,1,1,1,1344.974121,0,1262.781128,0,1344.974121,0.202429146,0,1,0,1,3
0,4103002009,1,4.858299732,3.75,27837.83923,22.84210587,0,14,1,51,43,5.375,1,1,4,10,0,7,41030020,26.40400124,0,0,0,1,1,0,0,0,1,540.5405273,27837.83984,571.2432251,0,540.5405273,22.84210587,1,0,0,1,3
1,4103002009,1,0.728744924,3.75,25955.63867,13.89878559,0,0,0,55,49,6.400000095,1,1,9,9,0,7,41030020,63.66666794,0,0,0,1,1,0,0,1,1,2310.052002,25955.63867,2337.355713,530.9108276,1779.141113,13.89878559,1,0,0,1,3
0,4103002010,1,1.82186234,5,8108.108887,13.12348175,6,13,1,41,38,3.333333254,1,1,3,14,0.026179694,7,41030020,234.8833466,0,0,0,1,1,0,0,0,1,1259.269409,8108.108887,502.9189148,1210.810791,48.43243408,13.12348175,1,0,0,0,3
1,4103002010,1,1.275303602,5,47192.07031,10.32591057,6,0,0,45,46,10.19999981,1,1,12,14,707.8811035,2,41030020,74.25,0,0,0,1,1,0,0,0,1,4067.956543,47192.07031,6397.671875,693.7234497,2666.352051,10.32591057,1,0,0,0,3
0,4103002301,1,1.619433165,1.0625,513.5151367,3.765182018,0,7,1,29,25,7,1,1,2,5,0,38.40000153,41030023,113.8899994,0,0,0,1,1,0,0,0,1,2027.0271,513.5151367,225.4954834,0,2027.0271,6.194331646,0.607843161,0,0,1,3
1,4103002301,1,0.607287467,1.0625,29731.00439,1.900809646,0,0,0,33,29,5,1,1,3,8,0,7,41030023,154,0,0,0,1,1,0,0,0,1,1557.338379,29731.00391,2789.852051,0,1557.338379,2.002024174,0.949443936,0,0,0,3
0,4103002302,1,1.012145758,4.675000191,0,0,0,4,1,46,44,3.833333254,1,1,9,11,0,38.40000153,41030023,99.93250275,0,0,0,1,0,0,0,0,0,89.18919373,0,34.59459305,89.18919373,0,1.012145758,0,0,0,1,3
1,4103002302,1,0.748987854,4.675000191,0,0,8,0,0,50,48,5.666666508,1,1,11,13,0,7,41030023,40.5,0,0,0,1,1,1,1,1,1,1833.411865,0,906.0877686,153.3742218,1680.037598,0.748987854,0,0,0,0,3
0,4103002303,1,1.542510033,3.814285755,1162.164871,1.692307711,0,7,0,45,40,4.5,1,1,5,10,0.005843682,38.40000153,41030023,96.8133316,0,0,0,1,1,0,0,1,1,15.14097881,1162.164917,199.6396484,4.324324608,10.81081104,3.716599226,0.455337673,0,0,0,3
1,4103002303,1,0.275303632,3.814285755,4719.207184,0.872469604,0,0,0,49,43,7,1,1,5,8,0,7,41030023,89.66666412,0,0,0,1,1,0,0,1,1,453.0438843,4719.207031,1182.444458,0,453.0438843,0.973684192,0.896049917,0,0,1,3
0,4103002304,1,2.147773266,0.625,972.9756546,2.020242929,0,6,1,24,20,6.5,1,1,3,3,0.011687363,38.40000153,41030023,179.5449982,0,0,0,1,1,0,0,0,1,21.63331032,972.975647,86.59459686,0,21.62162209,6.068825722,0.332888603,0,0,1,3
1,4103002304,1,1.012145758,0.625,943.8414154,0.96558702,1,7,1,28,26,6,1,1,2,4,0,1,41030023,37,0,0,0,1,1,0,0,0,1,1227.937744,943.8414307,2398.93042,0,1227.937744,1.012145758,0.953999996,0,0,1,3
0,4103002305,1,1.052631617,3.5,3783.784424,5.85020256,0,13,1,36,31,8,1,1,1,8,0,38.40000153,41030023,253.9949951,0,0,0,1,1,0,0,0,1,345.9459534,3783.784424,151.4189148,0,345.9459534,6.340081215,0.922733068,0,0,1,3
1,4103002305,1,0.576923072,3.5,0,0,0,0,1,40,34,3,1,1,4,8,0,3,41030023,127.3333359,0,0,0,1,0,0,0,0,0,528.5512085,0,1658.014771,264.2756042,264.2756042,0.576923072,0,0,0,0,3
0,4103002306,1,1.03744936,1.657142878,486.4875641,1.012145758,0,3,1,53,49,3,0,1,0,6,0,38.40000153,41030023,122.0533371,0,0,0,1,1,0,0,0,1,2.270270348,486.4875488,30.19819832,2.270270348,0,1.03744936,0.975609779,0,0,1,3
1,4103002306,1,0.718623459,1.657142878,1887.682922,0.751012146,0,5,1,57,54,3.833333254,1,1,10,10,0,2,41030023,91.25,0,0,0,1,1,0,0,0,1,9.438414574,1887.682861,956.4260254,0,9.438414574,1.07489872,0.698681772,0,0,0,3
0,4103002307,1,0.698380589,1.21825397,216.2175674,0.943319798,0,7,1,25,25,7,1,1,4,4,0,38.40000153,41030023,77.49500275,0,0,0,1,1,0,0,0,1,31.35135269,216.2175598,26.84684753,9.729729652,21.62162209,0.943319798,1,0,0,1,3
1,4103002307,1,0.878542483,1.21825397,3303.445038,1.370445371,0,10,0,29,29,10,1,1,2,5,0,7,41030023,153.5,0,0,0,1,1,0,0,0,1,384.615387,3303.445068,1431.834473,70.78810883,313.8272705,1.471659899,0.931224227,0,0,1,3
