unihhid,period,cluster_code,children017,hhsize,foodexp,nfoodexp,healthexp,eduexp,hheduc,assign,cgp,remit_amount,cellphone,hungry_adults,hungry_kids
216509,Baseline,184,2,4,208.5714,183.3333,87.5,6.666667,8,0,0,7,0,1,1
216601,Baseline,184,2,5,508.3929,560.6667,77.5,0,3,0,0,0,1,1,1
216902,Baseline,184,4,13,664.8214,765,0,0,0,0,0,2,1,1,0
217001,Baseline,184,2,3,708.2738,309.6667,0,0,3,0,0,0,1,1,1
217101,Baseline,184,5,9,464.9405,461,88.66666,0,0,0,0,48,1,1,1
217501,Baseline,2,1,3,408.4524,211.6667,0,0,5,0,0,0,1,0,0
217601,Baseline,2,2,4,458.5714,167,0,43.33333,10,0,0,0,1,1,0
217801,Baseline,2,2,3,156.4286,304.3333,0,0,5,0,0,0,0,1,1
217901,Baseline,2,6,10,661.7858,330.6667,82.5,13.33333,0,0,0,1.5,1,1,1
218201,Baseline,2,1,3,108.631,71.33333,95,0,5,0,0,0,0,1,1
218301,Baseline,2,1,4,398.3333,441.6667,0,8.333333,12,0,0,0,1,0,0
218401,Baseline,2,4,7,473.631,186.6667,8.333333,0,7,0,0,60,1,1,1
218509,Baseline,2,4,9,417.1429,171,0,13.33333,4,0,0,0,1,0,0
218701,Baseline,2,2,7,517.0833,129.3333,2.916667,15.33333,7,0,0,0,1,1,1
218801,Baseline,2,4,7,827.0834,444,172.625,0,12,0,0,0,1,1,1
218901,Baseline,2,1,3,393.9881,459,8.833333,0,10,0,0,0,1,1,1
219001,Baseline,2,4,7,317.2024,59.33334,0,0,6,0,0,130,0,0,0
219201,Baseline,2,3,6,373.6905,101.6667,45.41667,8.666667,5,0,0,2.75,1,1,1
219901,Baseline,2,2,4,560.5357,159.3333,0,40,3,0,0,0,0,1,1
220601,Baseline,139,2,4,169.4643,69,0,9,9,1,0,0,0,1,0
220701,Baseline,139,4,5,321.5476,21,0,0,4,1,0,0,0,1,1
220801,Baseline,139,6,9,26.07143,6.666667,0,0,1,1,0,0,0,1,1
220901,Baseline,139,5,12,456.25,164.3333,25,0,4,1,0,1.5,1,1,1
221001,Baseline,139,2,4,551.8452,117.6667,3.75,0,0,1,0,4,1,1,1
221101,Baseline,139,2,4,356.3095,361,0,2,1,1,0,0,1,1,1
221501,Baseline,139,1,4,199.881,67,0,0,0,1,0,9,0,1,0
221601,Baseline,139,2,5,365,340.6667,22.91667,0,4,1,0,52,1,1,1
221801,Baseline,139,5,7,247.6786,226,75,0,6,1,0,0,1,1,1
221901,Baseline,139,2,4,324.1667,199,33.33333,0,1,1,0,4,1,1,1
222001,Baseline,139,2,5,234.6429,249,4.166667,6.666667,4,1,0,0,1,1,1
222101,Baseline,139,5,10,247.6786,342.3333,0,0,1,1,0,8,0,1,1
222201,Baseline,139,4,8,477.9762,240,0,9,4,1,0,0,0,1,1
223701,Baseline,139,1,3,272.369,167,0,0,1,1,0,0,0,1,1
224401,Baseline,139,4,8,330.2381,100.3333,39.25,10,1,1,0,0,1,1,0
224501,Baseline,139,1,4,356.3095,53.33333,115.4167,18,0,1,0,0,1,1,1
225301,Baseline,159,1,4,286.7857,53,0,0,6,1,0,0,0,1,1
225701,Baseline,159,5,6,338.9286,99.33333,0,0,4,1,0,0,0,0,0
225801,Baseline,159,4,6,247.6786,125.6667,6.666667,0,5,1,0,0,0,1,0
225901,Baseline,159,3,8,371.6666,112.6667,0,0,6,1,0,0,0,1,0
226001,Baseline,159,2,6,393.0399,114,0,0,1,1,0,0,0,1,1
226101,Baseline,159,2,8,664.8215,149.6667,0,0,11,1,0,0,1,1,1
226201,Baseline,159,2,7,308.5119,119.3333,0,0,8,1,0,0,0,1,1
226301,Baseline,159,4,9,569.2262,319.3333,2.5,0,7,1,0,60,1,1,1
226401,Baseline,159,6,9,325.8929,181,0,0,6,1,0,0,1,1,1
227601,Baseline,144,1,3,160.7738,84,0,28.33333,6,1,0,0,0,1,1
227701,Baseline,145,2,4,313.75,173,0,0,3,1,0,0,0,1,1
227801,Baseline,145,4,7,325.8929,203,20,0,1,1,0,0,0,1,1
227901,Baseline,145,,,,,,,0,1,0,0,1,1,1
228001,Baseline,145,2,4,247.6786,60,0,0,7,1,0,0,0,1,0
228101,Baseline,145,2,7,599.6428,74.33333,80,120,1,1,0,0,1,1,0
228301,Baseline,145,2,5,291.131,87.66667,70.83334,13.33333,7,1,0,15,1,1,1
228401,Baseline,145,2,3,234.6429,48.33333,22.5,7,3,1,0,0,0,1,0
228501,Baseline,145,0,1,108.631,19.33333,0,0,2,1,0,0,0,1,
228901,Baseline,144,4,10,338.9286,106.6667,0,0,0,1,0,1,1,0,0
229001,Baseline,144,2,5,126.0119,130.6667,0,74.22727,3,1,0,0,0,0,0
229101,Baseline,144,3,5,332.5595,91.66666,38.75,0,5,1,0,0,1,0,0
229501,Baseline,145,4,6,256.369,103,0.8333333,100,4,1,0,0,1,1,0
229601,Baseline,145,2,3,241.6071,136,12.5,0,2,1,0,0,0,1,1
229701,Baseline,144,6,10,404.1072,125.3333,47.5,118.6667,5,1,0,0,1,1,0
229801,Baseline,144,8,11,373.6905,58.66666,29.16667,0,4,1,0,10,0,1,1
229901,Baseline,144,3,6,412.7977,107,62.08333,8,3,1,0,0,1,1,0
230001,Baseline,144,5,7,304.1667,74.33333,100.8333,16,4,1,0,10,1,1,1
230101,Baseline,144,2,4,169.4643,109,0,11.33333,4,1,0,4,0,1,1
230201,Baseline,144,4,8,391.0714,126.6667,2.5,0,6,1,0,0,1,1,1
230701,Baseline,137,4,6,330.2381,50.66666,0,0,7,0,0,0,1,1,0
230801,Baseline,137,5,6,178.1548,29.66667,0,0,6,0,0,0,0,1,0
230909,Baseline,137,2,3,186.8452,51.33333,0,0,3,0,0,0,0,0,0
231001,Baseline,137,2,4,317.2024,124,0,0,12,0,0,0,1,1,1
231101,Baseline,137,1,3,360.6548,148.6667,23.33333,0,12,0,0,0,1,1,1
231601,Baseline,137,3,5,191.1905,37.66666,0,4,3,0,0,0,0,0,0
231701,Baseline,137,5,9,334.5833,88.33333,6.25,0,4,0,0,0,0,1,1
231801,Baseline,137,4,9,360.6548,112.6667,16.58333,3.333333,7,0,0,0,1,0,0
232601,Baseline,137,2,5,325.8929,146.6667,0,28.33333,0,0,0,0,1,1,0
232801,Baseline,135,3,4,165.119,31.66667,4.166667,0,5,0,0,0,0,1,1
232901,Baseline,135,2,7,435.8333,120,0,0,2,0,0,0,1,0,0
233001,Baseline,135,1,3,130.7221,78,18.33333,16,2,0,0,0,1,1,0
233101,Baseline,135,4,10,643.0953,173.6667,0,6.666667,4,0,0,10,1,1,1
233209,Baseline,135,1,6,356.3095,250,0,33.33333,0,0,0,0,1,1,0
233601,Baseline,137,1,4,86.90476,56.33333,0,0,0,0,0,0,0,0,0
234001,Baseline,135,2,6,391.9405,203,0,0,6,0,0,0,0,1,1
234101,Baseline,135,2,4,273.75,148,0,22.66667,3,0,0,0,0,1,1
234701,Baseline,153,2,4,204.2262,146,26.66667,0,10,0,0,0,0,1,1
235309,Baseline,131,3,5,282.4405,106,50,0,6,0,0,0,0,1,1
235701,Baseline,131,3,4,317.2024,216.6667,119.5833,0,4,0,0,0,1,1,0
235901,Baseline,131,3,4,425.8333,205,2.333333,0,4,0,0,0,0,1,1
236101,Baseline,131,2,4,473.631,503.3333,0,0,1,0,0,0,1,1,0
236201,Baseline,131,3,4,491.0119,105,0.4166667,0,6,0,0,0,0,1,1
236401,Baseline,131,2,7,291.3294,198,0,0,4,0,0,3,1,1,
236501,Baseline,131,1,3,482.3215,305.6667,0,0,7,0,0,0,1,1,1
236701,Baseline,131,4,5,721.3096,181.6667,32.5,11.66667,8,0,0,0,1,1,0
236801,Baseline,131,3,5,325.8929,527.3334,112.5,30,2,0,0,0,1,1,1
237009,Baseline,132,2,3,247.6786,377.3333,0.0833333,0,9,0,0,0,1,1,1
237101,Baseline,132,2,7,738.6905,733.3333,30.83333,0,6,0,0,6,1,0,0
237501,Baseline,132,3,6,869.0476,214.3333,179.1667,0,4,0,0,0,1,1,1
237601,Baseline,132,5,7,760.4167,526.6666,15.83333,0,5,0,0,0,1,1,0
238001,Baseline,132,4,8,595.2976,313.3333,5,100,10,0,0,0,1,1,1
238101,Baseline,132,2,3,612.6786,216.6667,7.5,0,3,0,0,0,1,1,0
238301,Baseline,132,4,6,234.6429,441.6666,22.5,30,9,0,0,0,1,0,0
238701,Baseline,132,2,4,299.8214,286.6667,3.333333,10,2,0,0,0,1,1,1
238801,Baseline,132,2,5,477.2619,346,15,0,5,0,0,0,1,0,0
239001,Baseline,92,2,3,527.4636,143.3333,8.75,23.33333,10,0,0,0,1,1,1
239301,Baseline,92,3,5,630.0595,91.66666,9.166667,0,5,0,0,0,1,1,1
239401,Baseline,92,4,6,795.1786,117,73.25,10,8,0,0,0,0,1,1
239501,Baseline,92,4,8,517.0833,112,60,3.333333,2,0,0,0,1,1,1
239801,Baseline,92,3,5,86.90476,44.33334,6.083333,0,3,0,0,0,0,1,1
240201,Baseline,92,2,4,614.5558,159.6667,21.5,16.66667,10,0,0,0,1,1,1
240401,Baseline,92,4,6,530.119,141.6667,3.333333,0,3,0,0,35,1,1,1
240501,Baseline,92,3,7,460.5952,215.6667,8.5,20,0,0,0,0,1,1,0
240601,Baseline,92,2,4,722.3959,286.3333,0,0,7,0,0,0,1,1,1
240801,Baseline,92,1,3,295.4762,454.3333,171.6667,9,11,0,0,0,1,1,1
240901,Baseline,92,2,9,1029.822,342.6667,0,0,6,0,0,0,1,1,1
241001,Baseline,92,2,4,599.6429,222.3333,1.666667,0,6,0,0,0,0,1,1
241301,Baseline,92,3,5,738.6905,91.33333,2.5,0,1,0,0,0,1,1,1
242001,Baseline,92,3,8,269.4048,79,9.166667,0,0,0,0,0,0,1,1
242301,Baseline,92,2,5,708.2738,340.3333,0,0,0,0,0,90,1,1,1
242601,Baseline,92,2,8,968.9881,190.3333,91.83334,0,4,0,0,0,1,1,1
242701,Baseline,82,4,7,256.369,100.6667,2.416667,6.666667,7,1,0,0,1,1,1
242801,Baseline,92,2,5,1025.476,298,195.1667,0,3,0,0,0,0,0,0
243201,Baseline,82,2,4,482.3214,221,1.666667,0,5,1,0,0,1,1,1
243301,Baseline,81,1,5,469.2857,67,37.66667,6.666667,0,1,0,24,1,0,0
243501,Baseline,82,4,6,419.75,90,8.333333,0,8,1,0,0,1,1,0
243701,Baseline,82,3,6,378.0357,219.3333,18.33333,0,7,1,0,120,1,0,1
244101,Baseline,81,3,8,1103.691,120,95,0,4,1,0,0,1,1,1
244201,Baseline,81,1,4,582.2619,305,18.58333,7.666667,1,1,0,0,0,1,1
244401,Baseline,82,2,4,237.2619,91,0,0,5,1,0,0,0,1,1
244701,Baseline,81,3,5,799.5238,141.6667,185.8333,0,1,1,0,0,0,1,1
244801,Baseline,82,6,10,517.0834,133,26.25,0,5,1,0,15,1,1,1
245501,Baseline,81,3,8,695.2381,176.6667,167.8333,0,3,1,0,18,1,0,0
245801,Baseline,82,5,6,708.2739,181.6667,13.75,0,9,1,0,0,1,1,0
246101,Baseline,82,5,8,682.2024,144.6667,93.25,0,6,1,0,36,1,0,0
246201,Baseline,81,2,4,265.0595,96.33334,2.25,0,5,1,0,0,0,1,1
246301,Baseline,81,2,5,506.3214,170,16.66667,0,4,1,0,0,0,0,0
246601,Baseline,81,4,9,951.6072,306,48.08333,20.66667,6,1,0,58,1,1,1
246701,Baseline,201,1,6,625.7143,184,0.8333333,0,0,1,0,36,0,1,1
247101,Baseline,201,4,8,282.4405,107.6667,21.66667,100,0,1,0,4,1,1,1
247201,Baseline,200,3,7,443.2143,130,103.3333,2.666667,0,1,0,0,1,1,1
247601,Baseline,201,4,8,1138.452,370.6667,135.5833,52,7,1,0,0,1,1,1
247801,Baseline,201,1,3,460.5952,174,0,1,10,1,0,0,0,1,1
247901,Baseline,201,3,8,499.7024,491,77.50001,26.66667,9,1,0,12,1,1,1
248101,Baseline,200,1,3,337.2024,97.33333,0,0,0,1,0,0,0,1,1
248201,Baseline,200,2,5,491.0119,126.6667,15,0,3,1,0,0,0,1,1
248301,Baseline,200,3,4,895.119,219.3333,5,10,0,1,0,0,0,1,1
248401,Baseline,200,2,3,564.881,348.6667,3.333333,12.33333,7,1,0,0,1,1,1
248501,Baseline,200,1,4,286.7857,373,2.5,0,0,1,0,36,1,1,1
248701,Baseline,200,1,6,995.0595,209,0,33.33333,7,1,0,0,1,1,1
248809,Baseline,200,1,2,286.7857,193.3333,0,33.33333,8,1,0,0,1,1,1
249001,Baseline,201,3,5,777.7976,565.3333,41.25,42.33333,1,1,0,0,1,1,0
249109,Baseline,201,3,5,477.9762,137.3333,3.333333,25.33333,3,1,0,23,1,1,1
249209,Baseline,201,1,3,193.3631,117.3333,14.58333,0,0,1,0,0,1,1,1
250001,Baseline,200,4,8,2624.524,196,0.1666667,13,5,1,0,0,0,1,1
250101,Baseline,200,3,4,664.8215,221,125,33.33333,3,1,0,0,0,1,1
251201,Baseline,49,1,5,105.1186,72.66666,0,0,0,0,0,30,1,1,0
251301,Baseline,49,2,4,285.7738,89.66666,20.83333,0,0,0,0,10,1,0,0
251801,Baseline,49,1,2,458.869,179,0,0,2,0,0,0,0,1,1
251901,Baseline,49,4,6,903.8095,343.3333,47.25,165.3333,7,0,0,0,1,0,0
252701,Baseline,49,1,3,334.5833,92,0,0,2,0,0,0,1,1,1
253201,Baseline,49,2,4,716.9644,244.3333,4.166667,0,2,0,0,0,1,1,0
253301,Baseline,49,4,7,942.9167,7,84.16666,36.66667,7,0,0,20,1,1,1
254201,Baseline,61,1,4,525.7738,125.6667,11.25,16.66667,4,0,0,0,1,1,1
254509,Baseline,61,1,3,395.4167,92.00001,0,0,7,0,0,0,1,1,1
254701,Baseline,61,2,6,365,126.3333,5,0,0,0,0,25.06,0,1,0
254809,Baseline,60,1,2,347.619,40,9.75,36.66667,6,0,0,0,0,1,1
254901,Baseline,60,2,4,512.7381,231,2.833333,20,0,0,0,8,1,1,1
255201,Baseline,61,2,4,327.4762,201,19.33333,10,0,0,0,0,0,1,1
255701,Baseline,76,1,4,338.9286,18.66667,0,20.66667,6,0,0,0,0,0,0
255901,Baseline,72,1,3,732.2739,35,0,0,2,0,0,0,0,1,0
256101,Baseline,76,4,5,656.1309,83.66667,182.0833,0,2,0,0,0,0,0,0
256201,Baseline,76,1,3,456.25,92,1.25,0,4,0,0,0,0,1,1
256301,Baseline,76,2,6,351.9643,134.3333,0,0,3,0,0,16.5,1,1,1
256601,Baseline,76,7,10,577.9167,540.3334,24.33333,2.666667,0,0,0,60,1,1,1
256901,Baseline,76,2,3,534.4643,219.6667,8.333333,0,5,0,0,0,0,1,1
257401,Baseline,72,3,5,247.6786,90.33333,0,0,3,0,0,0,0,1,1
257501,Baseline,72,1,4,321.5476,101.6667,3.5,0,7,0,0,0,1,1,1
257601,Baseline,72,1,2,293.3036,82.33333,1.666667,0,0,0,0,0,1,0,0
258001,Baseline,72,3,6,399.7619,62.66666,116.25,0,0,0,0,36,1,1,0
258101,Baseline,72,2,4,338.9286,67.33334,38.75,0,5,0,0,0,0,0,0
258501,Baseline,76,1,5,295.4762,102,0,0,4,0,0,0,1,1,1
258801,Baseline,76,1,2,165.119,69,0,0,4,0,0,0,0,1,1
259201,Baseline,96,2,11,230.2976,37.33333,2.333333,0,2,0,0,5,0,1,1
259401,Baseline,96,1,3,167.7262,132.6667,0,0,2,0,0,0,0,1,1
259501,Baseline,97,3,4,299.8214,62.66666,1.666667,6.666667,1,0,0,0,0,1,1
260009,Baseline,96,6,9,864.7024,72,17.91667,6.666667,8,0,0,0,1,0,0
260201,Baseline,96,5,9,747.381,39.33333,5.833333,80.66666,6,0,0,0,0,1,1
260401,Baseline,96,5,8,404.1071,38,26.66667,3.333333,5,0,0,0,0,1,1
261001,Baseline,202,4,6,186.8452,67.33334,0,0,3,0,0,0,1,1,1
261201,Baseline,228,3,6,1347.16,435.3333,1.083333,0,7,1,0,0,0,1,1
261401,Baseline,228,4,7,1212.321,347.6667,139.3333,6.666667,7,1,0,0,1,1,1
261501,Baseline,96,2,4,577.9167,51,0,0,8,0,0,0,1,1,1
261801,Baseline,97,2,7,760.4167,172,5.416667,23.33333,4,0,0,12,1,1,1
262001,Baseline,97,1,5,929.8809,330,80.83334,0,0,0,0,84,1,1,0
262101,Baseline,97,1,3,386.7262,244.6667,0,0,12,0,0,0,1,1,0
262401,Baseline,97,3,5,3089.464,161.3333,25,0,1,0,0,0,1,1,0
262601,Baseline,97,3,5,643.0952,77,241.25,0,5,0,0,18,0,1,1
262801,Baseline,97,4,9,399.7619,72,0,0,2,0,0,42.24,0,1,1
262901,Baseline,97,5,11,517.0834,110.3333,20.41667,56.66667,7,0,0,24,0,1,1
263201,Baseline,96,3,5,543.1548,64.66667,80.41666,0,3,0,0,0,0,1,1
263401,Baseline,96,2,4,278.0952,24.66667,0,4,3,0,0,0,0,1,1
263501,Baseline,96,8,15,1746.786,394.6667,20.5,158.3333,2,0,0,124,1,0,0
263601,Baseline,96,2,10,351.9643,137.3333,2.083333,6.666667,6,0,0,15,1,1,1
263701,Baseline,90,1,3,430.1786,246.6667,0,0,9,0,0,0,1,0,0
263801,Baseline,90,3,5,86.90476,105.3333,0,0,0,0,0,0,0,1,1
264501,Baseline,78,2,4,321.5476,150,1.25,5,2,0,0,0,0,1,0
265101,Baseline,99,3,5,827.0436,237,13.33333,0,0,1,0,0,1,1,0
265201,Baseline,99,4,8,360.6548,533.3333,0,13.33333,6,1,0,30,1,1,0
265601,Baseline,99,2,4,622.2382,210.3333,0,0,4,1,0,78,0,1,0
265909,Baseline,99,1,2,317.2024,81.33333,0,0,2,1,0,0,0,1,1
266301,Baseline,99,2,4,438.869,190,6.666667,0,1,1,0,0,0,1,1
266401,Baseline,92,2,4,477.9762,354.3333,36.66667,0,7,0,0,40,1,0,0
266501,Baseline,201,5,12,1559.94,201.6667,17.5,0,3,1,0,11,1,1,1
266601,Baseline,131,5,12,1034.167,200,5.5,0,6,0,0,0,1,1,1
267301,Baseline,99,5,7,334.5833,196,143.8333,0,7,1,0,10,1,1,1
267601,Baseline,99,3,9,768.0208,210,1.25,0,2,1,0,0,1,1,0
267701,Baseline,99,2,7,460.5952,164.3333,1.666667,0,5,1,0,0,0,1,1
268201,Baseline,99,3,6,451.9048,240,1.25,0,4,1,0,0,1,1,0
268301,Baseline,99,2,5,221.6071,106.6667,0,0,6,1,0,0,1,1,1
268701,Baseline,90,3,5,1138.452,301,2.5,11.66667,7,0,0,0,1,1,1
268801,Baseline,90,2,3,95.59524,88.66667,1.25,0,4,0,0,0,1,1,1
268901,Baseline,90,7,11,825.5953,233,3.75,0,6,0,0,0,0,1,1
269501,Baseline,90,4,7,351.9643,766.6667,20.75,0,7,0,0,2,1,1,1
269701,Baseline,90,1,6,282.4405,365.3333,0,78.33334,7,0,0,0,1,1,1
269801,Baseline,90,2,3,273.75,317,1.25,50,10,0,0,0,1,1,1
269901,Baseline,90,1,4,186.8452,410.6667,18.33333,0,8,0,0,0,1,1,1
270301,Baseline,90,3,7,378.0357,276.6667,1.583333,3,4,0,0,50,1,1,0
270501,Baseline,78,4,5,556.1905,200,18.33333,0,6,0,0,0,0,1,1
270901,Baseline,210,1,3,297.6488,151.4678,0,0,0,0,0,0,0,1,1
271001,Baseline,228,6,9,430.1786,141.6667,0,0,6,1,0,0,0,1,1
271301,Baseline,228,1,4,343.2738,158.6667,0,0,7,1,0,0,0,1,1
271601,Baseline,90,1,2,260.7143,263.3333,4.166667,0,4,0,0,0,0,1,1
271709,Baseline,90,2,4,404.1071,233.3333,90.83334,0,6,0,0,0,1,1,1
271901,Baseline,90,1,3,386.7262,96.33333,0,0,3,0,0,0,1,1,1
272101,Baseline,90,2,5,278.0952,196,77.5,0,5,0,0,0,1,1,1
272301,Baseline,89,3,5,399.7619,250.6667,23,0,3,1,0,0,1,1,1
272401,Baseline,88,5,8,238.9881,220,2.5,0,5,1,0,0,1,1,1
272601,Baseline,90,2,3,338.9286,290.6667,4.583333,0,6,0,0,0,1,1,1
272701,Baseline,78,2,7,590.9524,368.3333,199.1667,5,2,0,0,0,1,1,1
273101,Baseline,78,2,4,680.7539,203.3333,14.16667,0,6,0,0,0,0,1,0
273309,Baseline,225,1,3,178.1548,102.6667,11.25,0,6,0,0,0,0,1,1
273801,Baseline,225,5,8,421.4881,214.3333,0,4,2,0,0,0,0,1,1
273901,Baseline,225,6,11,267.381,162,13,3.333333,0,0,0,6,0,1,1
274101,Baseline,225,3,4,451.9048,428.6667,17.08333,25,6,0,0,0,1,1,1
274302,Baseline,225,3,5,352.1505,206.3333,28.33333,0,9,0,0,0,0,1,1
274501,Baseline,225,2,4,184.0208,173.3333,0,0,4,0,0,0,0,1,1
274701,Baseline,225,2,3,160.7738,125.3333,0,0,0,0,0,0,0,1,1
274801,Baseline,225,1,3,231.746,109.6667,20,3.333333,1,0,0,0,1,1,1
275001,Baseline,225,3,5,337.2024,333,6.25,100,0,0,0,0,0,1,1
275101,Baseline,225,4,8,518.0754,337.3333,48.75,12,6,0,0,0,1,1,1
275301,Baseline,223,7,9,699.5833,157.3333,54.16667,0,5,0,0,0,1,1,1
275401,Baseline,223,2,4,243.3333,98.66666,0,0,0,0,0,0,1,1,1
275501,Baseline,223,3,7,595.2976,80.33334,1.25,0,1,0,0,0,0,1,1
275801,Baseline,223,0,2,393.9881,208,0,0,5,0,0,0,0,1,
276101,Baseline,223,2,6,656.131,113.6667,0,21.66667,2,0,0,0,0,1,1
276201,Baseline,223,3,5,449.8214,99.33334,8.75,0,2,0,0,0,0,1,1
276401,Baseline,202,1,4,308.5119,171.6667,0,0,4,0,0,0,0,1,1
276501,Baseline,202,2,3,517.0833,167,0,0,4,0,0,0,0,1,1
276801,Baseline,223,4,9,387.7143,341.3333,66.83334,0,0,0,0,48,0,1,1
276901,Baseline,223,2,6,230.2976,81.66666,0.1666667,0,3,0,0,0,0,1,1
277101,Baseline,223,1,4,177.1202,40,1.666667,0,1,0,0,0,0,1,1
277201,Baseline,223,3,5,630.0596,197.3333,5.833333,0,7,0,0,5,1,1,1
277801,Baseline,202,2,5,908.1547,291.3333,9.083333,0,12,0,0,0,1,1,1
278101,Baseline,202,2,5,1055.893,128.6667,21.16667,36.66667,4,0,0,0,1,1,1
278209,Baseline,202,1,6,337.0663,109.3333,0,20,7,0,0,5,1,1,1
278401,Baseline,222,3,7,1629.464,153,2.5,38.66667,6,0,0,0,1,1,1
278709,Baseline,222,1,3,408.4524,62.33333,4.166667,55.67045,2,0,0,0,1,1,1
279101,Baseline,222,5,7,408.4524,123,36.66667,0,0,0,0,20,0,1,1
279201,Baseline,222,3,7,577.9167,205.6667,15.16667,13.33333,5,0,0,0,0,1,1
279301,Baseline,222,2,4,464.9405,251.6667,0,0,3,0,0,0,1,1,1
279701,Baseline,225,1,4,738.6905,136.6667,0,0,3,0,0,0,1,1,1
280001,Baseline,222,4,8,1403.512,151.6667,0,0,3,0,0,0,1,1,1
280201,Baseline,222,0,2,199.881,93,0,0,0,0,0,0,0,1,
280301,Baseline,222,1,7,543.1547,102.6667,0,1.666667,0,0,0,0,1,1,1
280601,Baseline,174,5,6,412.7976,268.6667,53.33333,48,8,1,0,0,1,1,1
280801,Baseline,174,1,3,238.9881,135.6667,5.166667,0,5,1,0,0,1,1,1
281109,Baseline,174,2,4,447.5595,262.6667,58.33333,0,2,1,0,0,0,1,1
281301,Baseline,174,3,6,764.7619,309.6667,29.58333,0,4,1,0,0,0,1,1
281401,Baseline,174,1,4,260.7143,163,0,0,0,1,0,0,0,1,1
281501,Baseline,174,4,9,473.631,427,29.16667,0,0,1,0,0,1,1,1
281901,Baseline,174,6,8,477.9762,391.3333,0,0,3,1,0,0,1,1,1
282001,Baseline,174,4,6,105.5952,86.33333,0,0,5,1,0,0,0,1,
282201,Baseline,178,2,4,447.5595,375.6667,9.166667,0,7,1,0,0,1,1,1
282601,Baseline,178,4,9,408.4524,269.3333,0,133.3333,3,1,0,20,1,1,1
282901,Baseline,178,2,5,278.0952,243,0,0,4,1,0,0,1,1,1
283602,Baseline,178,2,6,964.643,525,66.66666,0,5,1,0,5,1,0,0
283801,Baseline,178,2,4,147.7381,221,0,0,4,1,0,0,1,1,1
283901,Baseline,178,2,3,391.0714,168.6667,5.833333,0,2,1,0,0,0,0,0
284001,Baseline,178,2,8,938.5714,325.6667,0,16.66667,1,1,0,0,1,1,1
284201,Baseline,178,5,10,360.6548,204,0,0,5,1,0,16,1,1,1
284401,Baseline,170,3,6,464.9405,284.6667,40,0,0,1,0,0,1,1,1
284701,Baseline,170,1,2,330.2381,146.3333,9.166667,0,0,1,0,0,0,1,1
285101,Baseline,168,4,6,677.8572,195.3333,10,0,0,1,0,36,1,1,1
285801,Baseline,10,6,8,338.9286,114.6667,8.333333,0,6,1,0,0,0,1,1
286101,Baseline,10,5,9,234.6429,89.66666,0,0,7,1,0,0,0,1,1
286201,Baseline,8,2,3,243.3333,77.33334,0.4166667,0,0,1,0,0,0,1,1
286701,Baseline,10,3,4,412.7976,51,38.75,0,5,1,0,0,0,1,1
286901,Baseline,8,3,5,356.3095,144.6667,2.5,0,7,1,0,7.5,0,1,1
287001,Baseline,8,4,6,265.0595,107.3333,0,17,7,1,0,0,1,1,1
287201,Baseline,8,9,13,308.5119,170.6667,7.916667,0,6,1,0,0.4,1,1,1
287301,Baseline,10,7,9,294.7619,147.3333,5.416667,0,6,1,0,0,1,1,1
287401,Baseline,10,2,6,310.8333,173.3333,126.6667,16.66667,0,1,0,0,1,1,1
287701,Baseline,8,2,4,299.8214,168,43.33333,0,6,1,0,0,0,1,1
287801,Baseline,8,1,3,112.9762,118,0,0,1,1,0,0,0,1,0
287901,Baseline,8,0,2,90.16369,95.66666,0,0,5,1,0,0,1,1,
288301,Baseline,10,3,6,369.3452,123,50,10.66667,5,1,0,0,0,0,0
288401,Baseline,10,3,6,1425.238,215,33.33333,0,9,1,0,0,1,0,0
288501,Baseline,8,3,5,425.8333,135.6667,21,16.66667,6,1,0,0,0,1,1
288701,Baseline,8,4,9,394.4048,616.6667,18.75,68.33334,7,1,0,5,1,1,1
288801,Baseline,8,4,7,325.8929,275.3333,0,0,7,1,0,13.5,1,1,1
289201,Baseline,10,2,4,212.9167,128,0,0,4,1,0,0,0,1,1
289401,Baseline,10,5,10,365,133.6667,58.33333,22,4,1,0,8,1,1,1
290201,Baseline,229,3,5,508.3929,128.3333,10.41667,10,4,1,0,0,1,1,1
290409,Baseline,229,1,3,197.7083,15,0,0,0,1,0,0,1,1,0
290501,Baseline,229,3,9,703.9286,145.6667,0,0,0,1,0,0,1,1,1
290801,Baseline,229,3,7,442.5238,304.3333,8.333333,0,6,1,0,0,1,0,0
291001,Baseline,210,3,5,304.1667,157.6667,0,0,9,0,0,0,1,1,1
291101,Baseline,210,3,6,338.9286,209.3333,0,0,6,0,0,0,1,1,1
291201,Baseline,210,2,5,278.0952,137,0,0,7,0,0,0,1,1,1
291501,Baseline,210,2,5,265.0595,120,0,0,4,0,0,0,1,1,1
291601,Baseline,210,1,3,143.3929,87.33333,0,0,3,0,0,0,0,1,1
291801,Baseline,210,3,4,43.45238,203.3333,0,16.66667,5,0,0,0,1,1,1
292101,Baseline,210,2,5,493.8052,125,105,3.333333,8,0,0,0,0,1,1
292209,Baseline,210,3,5,501.252,102.6667,0,0,3,0,0,0,1,1,1
292401,Baseline,198,4,7,1303.572,761.3333,316.25,0,10,1,0,165,1,0,0
292701,Baseline,198,4,9,999.4048,343.6667,0,30,7,1,0,70,1,1,1
292801,Baseline,225,8,12,447.5595,33.33333,3.333333,0,0,0,0,5,1,1,1
292901,Baseline,27,5,7,569.2262,201,2,0,9,1,0,0,1,1,1
